param                                 mean       std       2.5q       25q       50q       75q      97.5q    mc_err
alpha_subj(RI.food).71            0.028036  0.550488  -0.893845 -0.329823 -0.007695  0.325691   1.142802   0.01535
alpha_subj(RI.food).84           -7.136914  2.965263 -13.085979 -8.530184 -6.884622 -5.659085  -3.628264  0.148939
alpha_subj(RI.food).87            2.278219  4.159005   -3.38337 -0.629681  0.901467  4.651663  12.311284  0.142374
alpha_subj(RI.food).92            1.076827  1.575107  -0.207559  0.352499   0.73927    1.2168   5.816551  0.062635
alpha_subj(RI.food).96            4.435587  3.935814  -1.145307  1.264125  3.889118  6.886221  13.457728   0.11817
alpha_subj(RI.food).102           5.686181  3.450883    1.45138   2.95138  4.894513  7.644966  13.891001  0.121528
alpha_subj(RI.food).117           4.755189   3.76948  -1.186348  1.867824  4.278217  7.042437  13.270752  0.129879
alpha_subj(RI.food).119           4.523082  3.948372   -0.75012  1.400724  3.689692  7.028951  13.357132  0.118305
alpha_subj(RI.food).127           5.062067   3.96329  -2.445123   2.53453   4.75992   7.39538  13.473066  0.133902
alpha_subj(RI.food).153          -0.375116  5.921366 -10.344365 -4.652499 -1.341264  3.695429  12.311881  0.240864
alpha_subj(RI.food).157          -0.705625  0.791963  -1.973731 -1.173641 -0.700868 -0.311512   0.642215  0.030191
alpha_subj(RI.food).162           6.799848  3.410187   2.150474  4.241848  6.181189  8.776171  15.105249  0.099785
alpha_subj(RI.food).164           5.260174  3.714445   0.006248  2.353704  4.548457  7.626926  13.709473  0.107182
alpha_subj(RI.food).166           4.750322  3.802535  -0.128681  1.772301  3.965833  7.046236  13.587306  0.170368
alpha_subj(RI.food).176           3.155719  5.152746  -7.068798 -0.031484  3.007906  6.461927  13.690186   0.14334
alpha_subj(RI.food).179            2.93476  4.188367  -2.278941 -0.379721  1.853483  5.495711  12.660414  0.200025
alpha_subj(RI.food).193           3.359576  5.282032  -6.845663 -0.822718  3.508104  6.979939  13.502272  0.274538
alpha_subj(RI.food).209          -0.599714  0.708115  -1.653623 -1.026295 -0.656701 -0.255494    0.64474  0.028542
alpha_subj(RI.food).211            5.10079  3.631151   0.541582  2.237991   4.29308   7.17915  13.721726   0.11976
alpha_subj(RI.food).224           6.579839  3.682189   1.465095   3.80193  5.874869  8.803008  15.087372  0.102469
alpha_subj(RI.food).229           2.710287  3.965823  -2.082425 -0.113806  1.330372  4.839718  12.629427  0.161284
alpha_subj(RI.food).245           4.864504  3.672807   0.554644  1.909524   3.88305  6.946687  13.839875  0.122334
alpha_subj(RI.food).280           3.530825  3.904761  -0.887051  0.340109  2.451875  5.768594  13.199036   0.20256
alpha_subj(RI.food).287            6.55481  3.240924   1.894479  4.012729  6.107527  8.498462  14.397279  0.101323
alpha_subj(RI.neutral).66        -1.708998  5.432304 -10.304943 -5.431891 -3.008029  2.017192  10.501458  0.214059
alpha_subj(RI.neutral).68          3.61003  2.999899   0.606142  1.573147  2.497072  4.697711  11.687874  0.128556
alpha_subj(RI.neutral).71        -1.327226  0.713727  -2.619398 -1.851851 -1.321526 -0.865866   0.085281  0.028137
alpha_subj(RI.neutral).87        -2.819779  5.302281 -11.641058 -5.891058 -3.960432 -0.385603  10.383231  0.283449
alpha_subj(RI.neutral).92        -1.011678  5.740034 -10.415939 -5.180447 -1.660497    2.9169  10.994795  0.248132
alpha_subj(RI.neutral).96        -0.994616  5.496956 -10.534427 -4.812083 -1.986264  2.801138  10.749716   0.22702
alpha_subj(RI.neutral).102        5.442418  3.208999   1.160009  2.923448  4.866377   7.33946  13.341158  0.099823
alpha_subj(RI.neutral).117        4.629482  3.450466   0.386295  1.983077  3.680764  6.462906  13.075676   0.10704
alpha_subj(RI.neutral).127        0.561687  2.722903  -2.055501 -0.935475 -0.242546  0.823735   9.189096  0.139835
alpha_subj(RI.neutral).153        0.496227  5.057576  -8.364961 -2.991622 -0.835462  4.040507  11.023312  0.325182
alpha_subj(RI.neutral).166       -0.338531  0.918475  -1.346479 -0.764242 -0.417776 -0.041263   1.021277  0.043163
alpha_subj(RI.neutral).176        5.769616  3.239478   1.364539  3.288506  5.152776  7.590792  13.581539  0.107612
alpha_subj(RI.neutral).179        1.306668  4.720741  -6.400596 -2.223709   0.54303  4.237992  11.660224  0.246789
alpha_subj(RI.neutral).193        2.317151  2.423888   0.093516  0.929225  1.522799  2.614707   9.514651  0.104212
alpha_subj(RI.neutral).209       -0.920741  0.512153  -1.943686 -1.254174 -0.928855 -0.576476   0.074591  0.020624
alpha_subj(RI.neutral).211        2.344379  2.970802  -0.562543  0.478877  1.250656  3.173175  10.471484  0.118528
alpha_subj(RI.neutral).224        5.211286  3.149318   1.266608  2.746153  4.488719  6.903181  12.905053  0.102082
alpha_subj(RI.neutral).229        0.937769  4.875883  -7.922833 -2.424634   0.05024  3.857987    11.9445  0.201186
alpha_subj(RI.neutral).245        5.130192  3.284947   1.138464  2.518306  4.262222  7.023239  13.669481  0.103414
alpha_subj(RI.neutral).280        6.032595  3.133647   1.737466  3.639217  5.470976  7.811437  13.060758  0.092485
alpha_subj(RI.neutral).287         4.53158  3.487928   0.372793   1.79056  3.725702  6.288312  13.178656  0.129215
pos_alpha_subj(AN.food).1        -2.578064  2.765292  -8.062739 -4.529554  -2.18793 -1.053349   3.095835  0.093106
pos_alpha_subj(AN.food).6        -3.296394  2.475603  -7.860453 -4.785874 -3.518234 -1.962543   2.415202  0.085705
pos_alpha_subj(AN.food).7        -3.951527  2.793978  -8.669381 -5.715896  -4.37859 -2.442216   2.455138  0.101671
pos_alpha_subj(AN.food).9        -2.891647  2.324319  -7.717318 -4.447804 -2.546542 -1.261205   1.362441  0.089881
pos_alpha_subj(AN.food).10       -3.229887  2.945382  -8.412991 -5.210838 -3.612127 -1.376572    3.01449  0.097174
pos_alpha_subj(AN.food).11        0.272655  1.132615  -1.462486 -0.426849  0.083392  0.731165   3.217944  0.051849
pos_alpha_subj(AN.food).12       -2.911987   3.14137  -8.230422 -5.161554 -3.476797 -0.506185   3.627349   0.12037
pos_alpha_subj(AN.food).13       -2.743882  0.677914   -3.90319 -3.065816 -2.724597 -2.420838  -1.734065  0.019645
pos_alpha_subj(AN.food).14        -1.34584  0.540206  -2.130903 -1.707122 -1.436575  -1.08741  -0.083949  0.016492
pos_alpha_subj(AN.food).19       -1.177986  1.478602  -3.286055 -2.183235 -1.421496 -0.539843    2.75412  0.073193
pos_alpha_subj(AN.food).20        2.456771  1.571459   -0.17869  1.359479  2.302246  3.391651   6.022325   0.03954
pos_alpha_subj(AN.food).21        2.373543  1.784712  -1.553003  1.363208  2.328857   3.46509   6.030128  0.069989
pos_alpha_subj(AN.food).24       -2.118917   0.21537  -2.547889 -2.259974 -2.118868  -1.97845  -1.691937   0.00584
pos_alpha_subj(AN.food).25        2.431654  1.397663   0.374629  1.461391  2.173598  3.130256   5.898253  0.041361
pos_alpha_subj(AN.food).26       -3.065418  2.004191  -7.352449 -4.018404 -3.018992 -2.092977   1.431798  0.058364
pos_alpha_subj(AN.food).28       -1.985975  2.574087  -6.699488 -3.412364 -2.550449  -1.01581   4.344401  0.122154
pos_alpha_subj(AN.food).30       -3.220027  2.435116  -7.752235 -4.695883 -3.448657 -1.923031   2.101091  0.079811
pos_alpha_subj(AN.food).31        0.237952  1.265459  -1.462025 -0.607412  -0.02463  0.793591   3.704021  0.048457
pos_alpha_subj(AN.food).32        -3.13694  3.034031   -8.31633 -5.214028 -3.637679 -1.031513   3.060704  0.120785
pos_alpha_subj(AN.food).34       -1.820393   0.59938  -2.660273  -2.20848 -1.900835 -1.549892  -0.562365  0.033963
pos_alpha_subj(AN.food).35        -1.40698  0.399181  -2.161099 -1.688014 -1.404615 -1.149292  -0.593256  0.015219
pos_alpha_subj(AN.food).36       -1.670306  1.213616  -3.295298 -2.474741 -1.957702 -1.136867   1.423196  0.072257
pos_alpha_subj(AN.food).37       -0.728384  0.502452  -1.665106 -1.070359 -0.755067 -0.406472   0.313516  0.017932
pos_alpha_subj(AN.food).38       -0.524236  1.917155  -3.783051 -1.806907  -0.67414  0.499743   3.921968  0.116251
pos_alpha_subj(AN.food).40       -1.981974   0.39572  -2.693206 -2.257965 -1.994731 -1.728358  -1.178669  0.019759
pos_alpha_subj(AN.food).41       -2.425073  2.555142  -7.382344 -4.017977 -2.411133 -1.103202   3.033378  0.071236
pos_alpha_subj(AN.food).42       -7.864971  1.297713 -10.980292 -8.532852 -7.670152 -6.973118  -5.809397  0.036137
pos_alpha_subj(AN.food).48       -1.246962  0.473853  -2.164697 -1.570812 -1.266143 -0.945949  -0.246005  0.024908
pos_alpha_subj(AN.food).50        0.146346  0.681162  -0.841312 -0.261524  0.040644  0.429849   1.693283  0.027413
pos_alpha_subj(AN.food).51        3.417885  1.473322   1.062242  2.378805  3.188797  4.296315   6.785251  0.038019
pos_alpha_subj(AN.food).54       -3.267048  2.923256  -8.483255  -5.15656 -3.580542 -1.564785   3.406165  0.091497
pos_alpha_subj(AN.food).56       -2.545917  0.483438  -3.237822 -2.870739 -2.645419  -2.32836  -1.267117  0.022187
pos_alpha_subj(AN.food).58       -3.621735  2.754067   -8.18372 -5.387231 -3.906864  -2.49741   3.154215  0.108425
pos_alpha_subj(AN.food).59       -1.904932  2.908173   -7.65871   -3.8565 -1.910274  0.111155   3.578091  0.115964
pos_alpha_subj(AN.food).61       -3.778091  2.771624  -8.665534 -5.522503 -4.144111 -2.491848   2.871717  0.098046
pos_alpha_subj(AN.food).62       -3.392231  2.048735  -7.789153 -4.702255 -2.998994 -1.954305  -0.265326  0.083613
pos_alpha_subj(AN.neutral).1      0.270757  3.430233  -6.279645  -2.01723  0.264165  2.701961   7.001488  0.150482
pos_alpha_subj(AN.neutral).6      1.140028  3.237167   -5.43542 -0.890926  1.429275  3.329804   7.226564   0.12465
pos_alpha_subj(AN.neutral).7      0.951572  2.768862   -3.55505 -1.144477  0.827935  2.650158   7.024115  0.132048
pos_alpha_subj(AN.neutral).9      0.341668  3.285261   -6.00257  -1.93128   0.46205  2.599019   6.528498  0.141817
pos_alpha_subj(AN.neutral).10     3.354797  1.680053    0.97527  2.138116   2.98429  4.281795   7.470858  0.050083
pos_alpha_subj(AN.neutral).11     0.943602  1.910162  -1.387795 -0.383838  0.447504  1.711778   5.979964  0.091932
pos_alpha_subj(AN.neutral).12     2.633852   2.05433  -0.429949   1.10804  2.277886  3.872735   7.578869  0.072562
pos_alpha_subj(AN.neutral).13     1.274193  2.614623  -2.714295 -0.696841  0.874695  2.904537   7.161887  0.100378
pos_alpha_subj(AN.neutral).14     2.032826  1.662325   0.066725  0.864933   1.52441  2.767521   6.531846  0.064094
pos_alpha_subj(AN.neutral).19       3.9337  1.756469   1.112715  2.636456  3.660412  5.003475   7.873507  0.050851
pos_alpha_subj(AN.neutral).20    -0.391358  1.209771  -1.895148 -1.081614  -0.59933 -0.039995   2.697432  0.059142
pos_alpha_subj(AN.neutral).21     1.670134   2.96627  -3.212053 -0.827435  1.787191  3.760563   7.492928  0.117096
pos_alpha_subj(AN.neutral).24     3.253271  1.932255   0.484121   1.81304  2.922673  4.414881   7.618283  0.066112
pos_alpha_subj(AN.neutral).25     4.160335   1.76454   1.476606  2.895781  3.891018  5.235179   8.303084  0.048433
pos_alpha_subj(AN.neutral).26     3.417073  1.902813    0.44928   2.02558  3.125665  4.555879   7.869594  0.055305
pos_alpha_subj(AN.neutral).28     2.935146  2.136352  -0.135608  1.327943  2.612579  4.153093   7.915024  0.063775
pos_alpha_subj(AN.neutral).31     1.071123  2.715299  -3.135344 -1.093555   0.90329  2.784255   6.889674   0.10782
pos_alpha_subj(AN.neutral).32     1.670969  3.115347  -5.315181  0.036039   1.87623   3.78206   7.244589  0.145853
pos_alpha_subj(AN.neutral).34     0.729872  2.036952   -1.63031 -0.704266  0.056408  1.613072   5.974813  0.089723
pos_alpha_subj(AN.neutral).35    -0.925491   0.88837  -2.160292 -1.481674 -1.043443 -0.567648   0.942871  0.042911
pos_alpha_subj(AN.neutral).36      3.75279   1.81629   0.932447  2.408132   3.53004  4.885527   7.854769  0.057465
pos_alpha_subj(AN.neutral).38    -0.642159  2.943945  -5.031477 -2.826875 -1.243058  1.097379   6.209465  0.150097
pos_alpha_subj(AN.neutral).40    -0.428198  0.868251  -1.581254 -0.928307 -0.562704   -0.1159   1.615016   0.04402
pos_alpha_subj(AN.neutral).41    -0.596174  3.578468  -6.143509 -3.561594 -1.229374  2.226628   6.878398  0.153864
pos_alpha_subj(AN.neutral).42    -7.163349  1.059091  -9.664971 -7.744062 -7.021355 -6.408836  -5.542958  0.029456
pos_alpha_subj(AN.neutral).48     2.187795  1.927526  -0.394552  0.797727  1.732561  3.181291   7.138326  0.077898
pos_alpha_subj(AN.neutral).50     1.810986  1.752195  -0.343557  0.591439  1.319602  2.608622   6.312557  0.052864
pos_alpha_subj(AN.neutral).51     2.559435   1.90464   0.094335  1.190648  2.067643  3.487042   7.657444  0.065854
pos_alpha_subj(AN.neutral).54     0.280938    3.7295  -6.565192 -2.637884  0.653573  3.051263   7.288041  0.165187
pos_alpha_subj(AN.neutral).56    -0.819477  0.387063  -1.582518 -1.081858 -0.816517 -0.563224  -0.050661   0.01177
pos_alpha_subj(AN.neutral).58     1.324426  3.277591  -5.204687 -0.903533  1.591105  3.638166   7.485355  0.130613
pos_alpha_subj(AN.neutral).59     0.995317  2.320445  -2.301367 -0.744948   0.50056  2.408889   6.506674   0.10072
pos_alpha_subj(AN.neutral).62     3.608632  1.839361    0.88181  2.217882  3.352617  4.688806   7.827163  0.058652
pos_alpha_subj(AN.neutral).294    3.030804  1.842784   0.290213    1.6833   2.67327  4.072437   7.347673  0.059568
pos_alpha_subj(AN.neutral).295    0.257519  3.418334   -5.70426 -2.407205  0.266231  2.700435   6.898522  0.124223
pos_alpha_subj(AN_R.food).2       0.053383  3.411723  -5.309772 -2.774982 -0.164528  2.607628   6.970672  0.149932
pos_alpha_subj(AN_R.food).3       0.760125  2.237153  -1.791306 -0.863778  0.008283  1.982542   6.656249  0.123304
pos_alpha_subj(AN_R.food).5      -0.255599  0.548237   -1.06242   -0.5866 -0.305919  0.000542   0.825504  0.028758
pos_alpha_subj(AN_R.food).8       0.200154  3.089607  -5.038401 -2.176123  -0.29034  2.456383   6.586936  0.163521
pos_alpha_subj(AN_R.food).22      2.468214  2.017223  -0.475313  1.011856  2.080152  3.589474   7.440052  0.067807
pos_alpha_subj(AN_R.food).29      -0.12158  3.645997  -6.653314 -2.937259 -0.155114  2.608042   7.025922  0.159088
pos_alpha_subj(AN_R.food).47      3.622992  1.893557   0.786297    2.2774   3.31053  4.618401    8.38252  0.060161
pos_alpha_subj(AN_R.food).49     -1.018528  1.744687  -3.509174 -1.967953 -1.293464  -0.54069   4.284797  0.073262
pos_alpha_subj(AN_R.food).55      3.653305  1.907049   0.826931  2.237109  3.310548  4.861166   8.152919  0.070308
pos_alpha_subj(AN_R.neutral).2      0.6338  3.430743  -5.796031 -2.051585  1.005587  3.028607   6.791898  0.140426
pos_alpha_subj(AN_R.neutral).3   -0.359933  2.578571   -4.25827 -2.137713 -1.019286  1.078571   5.899681  0.108545
pos_alpha_subj(AN_R.neutral).5    2.504342  1.613969   0.469146  1.360216  2.123577  3.257248   6.640391  0.059766
pos_alpha_subj(AN_R.neutral).8    2.442551  2.116617  -0.697599  0.821469  2.106629  3.822741   7.341721  0.064778
pos_alpha_subj(AN_R.neutral).22  -1.542314  0.832917  -2.838204 -2.094354 -1.624484 -1.107775   0.306236  0.050542
pos_alpha_subj(AN_R.neutral).29  -1.712798  0.633929  -2.721252 -2.123251 -1.782855 -1.388617  -0.314666  0.035113
pos_alpha_subj(AN_R.neutral).47   3.087992  1.934227   0.089251  1.671353  2.768344  4.216171   7.385459  0.060415
pos_alpha_subj(AN_R.neutral).49  -1.760124  2.921465  -5.544175 -3.696117 -2.816843 -0.190621   5.829671  0.124144
pos_alpha_subj(AN_R.neutral).55   3.432404  1.686601   0.849746  2.175992  3.233195  4.343544   7.461336   0.04864
pos_alpha_subj(AN_R.neutral).293 -0.005144  1.067388  -1.576974  -0.66844  -0.17607  0.431644   2.663494  0.046155
pos_alpha_subj(BN.food).4          2.59807  2.018684  -0.809746  1.167163  2.407845  3.838603   7.178209    0.0687
pos_alpha_subj(BN.food).15       -2.495198  1.837715  -5.375439 -3.568662 -2.778478 -1.808646   2.313093  0.084972
pos_alpha_subj(BN.food).16       -0.759617  1.448303  -2.576554 -1.683544 -1.090043 -0.262617   3.039309  0.071912
pos_alpha_subj(BN.food).17       -2.168986  0.835958  -3.525349 -2.718323 -2.251944 -1.694129  -0.403508  0.044285
pos_alpha_subj(BN.food).23         0.47459  1.667693  -1.620136 -0.690425  0.059762   1.18862   4.810514  0.079702
pos_alpha_subj(BN.food).33        3.426783  1.770974   0.677498  2.205632  3.142201  4.392162   7.638089   0.05027
pos_alpha_subj(BN.food).43        4.188978  1.547778   1.676499  3.043768  4.008474  5.199338   7.750754  0.046661
pos_alpha_subj(BN.food).45       -0.986223  2.976226  -6.188852  -2.93984 -1.421149  0.796221   5.568377    0.1167
